session_id,scenario,window_id,activity,direction,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,acc3_0,acc3_1,acc3_2,true_class,fp32_pred,int8_pred
20260910_104915,STILL_1P_NA,117,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,-3,17354,-9095,-2045,0,0,0
20260910_104915,STILL_1P_NA,118,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-13,17338,-10652,-921,0,0,0
20260910_104915,STILL_1P_NA,119,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-4,-3,-5,-8,-7,5,15360,-6925,-2795,0,0,0
20260910_104915,STILL_1P_NA,120,STILL,NAN,-2,-2,-2,-1,-8,-8,-7,-8,-4,-4,-3,-4,-8,-8,-19,16483,-11384,93,0,0,0
20260910_104915,STILL_1P_NA,121,STILL,NAN,-1,-2,-1,-2,-7,-7,-7,-7,-4,-4,-3,-4,-7,-7,6,12152,-5251,-1954,0,0,0
20260910_104915,STILL_1P_NA,122,STILL,NAN,-3,-1,-2,-1,-7,-7,-7,-7,-3,-3,-2,-4,-7,-8,-40,13861,-12606,3039,0,0,0
20260910_104915,STILL_1P_NA,123,STILL,NAN,-4,-1,-4,-1,-7,-7,-7,-7,-3,-2,-2,-3,-7,-6,6,11817,-5166,-1775,0,0,0
20260910_104915,STILL_1P_NA,124,STILL,NAN,-4,-1,-4,-1,-7,-7,-7,-7,-4,-5,-3,-3,-7,-7,6,12693,-5244,-2586,0,0,0
20260910_104915,STILL_1P_NA,125,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-4,17804,-9323,-2288,0,0,0
20260910_104915,STILL_1P_NA,126,STILL,NAN,-2,-2,-3,-2,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-14,17465,-10816,-820,0,0,0
20260910_104915,STILL_1P_NA,127,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-18,17425,-11313,-581,0,0,0
20260910_104915,STILL_1P_NA,128,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-23,17385,-12061,81,0,0,0
20260910_104915,STILL_1P_NA,129,STILL,NAN,-3,-2,-3,-2,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,-17,16963,-10847,-520,0,0,0
20260910_104915,STILL_1P_NA,130,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,-25,17432,-12133,98,0,0,0
20260910_104915,STILL_1P_NA,131,STILL,NAN,0,-2,0,-2,-7,-7,-6,-6,-3,-5,-1,-2,-6,-6,3,10116,-5654,-32,0,0,0
20260910_104915,STILL_1P_NA,132,STILL,NAN,0,-2,0,-2,-6,-7,-6,-6,-1,-1,-1,-2,-6,-6,6,8585,-4921,153,0,0,0
20260910_104915,STILL_1P_NA,133,STILL,NAN,-2,-1,-2,-2,-8,-8,-7,-7,-3,-2,-2,-4,-8,-7,-1,14140,-7821,-1126,0,0,0
20260910_104915,STILL_1P_NA,134,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-14,17181,-10982,-612,0,0,0
20260910_104915,STILL_1P_NA,135,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,-18,17548,-11733,-291,0,0,0
20260910_105710,WALK_1P_AWAY,0,WALK,AWAY,-5,5,-5,4,-2,-1,0,0,2,6,0,4,-1,-1,5,-5014,3950,449,1,1,1
20260910_105710,WALK_1P_AWAY,1,WALK,AWAY,-6,7,-6,7,2,2,0,0,-2,-4,-2,-2,2,2,6,-12417,11286,-2692,1,1,1
20260910_105710,WALK_1P_AWAY,2,WALK,AWAY,-4,8,-4,8,3,2,1,1,-5,-5,-3,-4,2,2,3,-13441,12410,-3362,1,1,1
20260910_105710,WALK_1P_AWAY,3,WALK,AWAY,2,8,1,8,3,3,1,1,-5,-5,-3,-5,3,3,5,-14371,12696,-2941,1,1,1
20260910_105710,WALK_1P_AWAY,4,WALK,AWAY,-2,8,-1,8,3,2,1,1,-5,-4,-3,-4,2,2,4,-13839,12438,-3111,1,1,1
20260910_105710,WALK_1P_AWAY,5,WALK,AWAY,-1,7,-1,7,2,2,0,0,-4,-4,-3,-4,1,1,3,-11458,10881,-3162,1,1,1
20260910_105710,WALK_1P_AWAY,6,WALK,AWAY,4,7,4,7,2,2,0,0,-4,-3,-3,-5,2,2,6,-12795,11287,-2528,1,1,1
20260910_105710,WALK_1P_AWAY,7,WALK,AWAY,1,7,2,7,2,1,0,0,-5,-5,-3,-4,1,2,5,-11212,10700,-3332,1,1,1
20260910_105710,WALK_1P_AWAY,8,WALK,AWAY,2,6,2,7,1,1,0,0,-5,-5,-3,-5,1,1,5,-11157,10799,-3405,1,1,1
20260910_105710,WALK_1P_AWAY,9,WALK,AWAY,3,6,3,6,1,1,0,0,-4,-5,-3,-4,1,1,5,-11001,10262,-2649,1,1,1
20260910_105710,WALK_1P_AWAY,10,WALK,AWAY,0,6,0,6,1,0,0,-1,-4,-5,-3,-4,0,0,5,-8974,9312,-3382,1,1,1
20260910_105956,WALK_1P_AWAY,0,WALK,AWAY,2,-11,2,-10,2,3,3,3,7,19,2,8,3,3,5,-5180,1644,2651,1,2,2
20260910_105956,WALK_1P_AWAY,1,WALK,AWAY,-1,-9,0,-9,1,2,3,3,6,15,1,8,1,1,3,-5178,1749,2686,1,2,2
20260910_105956,WALK_1P_AWAY,2,WALK,AWAY,-5,7,-6,7,1,1,0,1,0,2,-1,0,1,2,5,-9699,8337,-1170,1,1,1
20260910_105956,WALK_1P_AWAY,3,WALK,AWAY,-3,8,-3,8,2,2,0,1,-2,0,-2,-3,2,2,6,-11606,10462,-2401,1,1,1
20260910_105956,WALK_1P_AWAY,4,WALK,AWAY,0,7,-1,8,2,2,0,1,-3,-4,-2,-3,2,2,6,-12800,11542,-2877,1,1,1
20260910_105956,WALK_1P_AWAY,5,WALK,AWAY,-2,8,-2,8,2,2,0,1,-4,-4,-2,-5,2,2,6,-13525,12478,-3494,1,1,1
20260910_105956,WALK_1P_AWAY,6,WALK,AWAY,-4,8,-4,8,2,2,0,0,-4,-4,-3,-5,2,2,6,-13603,12629,-3557,1,1,1
20260910_105956,WALK_1P_AWAY,7,WALK,AWAY,-1,8,-2,8,2,2,0,0,-5,-5,-3,-5,2,2,5,-13379,12577,-3875,1,1,1
20260910_105956,WALK_1P_AWAY,8,WALK,AWAY,-1,7,-1,8,2,2,0,0,-4,-5,-3,-5,2,2,6,-13569,12541,-3593,1,1,1
20260910_110159,WALK_1P_AWAY,0,WALK,AWAY,4,-10,4,-10,2,4,4,5,8,13,7,11,4,3,3,-4974,1726,2483,1,2,2
20260910_110159,WALK_1P_AWAY,1,WALK,AWAY,-1,-11,0,-11,4,6,4,5,10,7,7,7,4,3,-1,-6086,2112,2852,1,2,2
20260910_110159,WALK_1P_AWAY,2,WALK,AWAY,-6,-5,-7,-6,-1,-2,3,3,7,8,4,6,-2,-3,-6,-4608,269,4200,1,2,2
20260910_110159,WALK_1P_AWAY,3,WALK,AWAY,-11,1,-10,0,-1,0,-1,-1,-1,-2,0,1,-1,-2,0,-7773,6676,-185,1,1,1
20260910_110159,WALK_1P_AWAY,4,WALK,AWAY,-10,5,-10,4,0,0,-1,-1,-4,-5,-3,-5,0,0,4,-10005,11195,-4981,1,1,1
20260910_110159,WALK_1P_AWAY,5,WALK,AWAY,-5,6,-5,6,1,1,-1,0,-5,-5,-3,-4,1,1,4,-11204,11299,-4033,1,1,1
20260910_110159,WALK_1P_AWAY,6,WALK,AWAY,1,7,-1,7,2,1,1,1,-4,-5,-2,-3,2,2,5,-12623,11427,-2788,1,1,1
20260910_110159,WALK_1P_AWAY,7,WALK,AWAY,0,8,0,8,2,2,1,1,-3,-4,-2,-3,2,2,6,-12702,11505,-2993,1,1,1
20260910_110159,WALK_1P_AWAY,8,WALK,AWAY,-1,7,-1,8,2,1,1,0,-4,-5,-2,-4,1,2,6,-12588,11747,-3518,1,1,1
20260910_110159,WALK_1P_AWAY,9,WALK,AWAY,-1,7,-1,7,1,1,-1,0,-5,-5,-3,-5,1,1,6,-11000,11068,-4056,1,1,1
20260910_110159,WALK_1P_AWAY,10,WALK,AWAY,-4,7,-4,7,1,1,-1,-1,-5,-5,-4,-5,1,1,5,-11053,11439,-4661,1,1,1
20260910_110159,WALK_1P_AWAY,11,WALK,AWAY,-5,6,-5,7,1,1,-1,-1,-5,-5,-3,-5,1,1,6,-11642,11857,-4634,1,1,1
20260910_110159,WALK_1P_AWAY,12,WALK,AWAY,-6,6,-6,6,0,0,-1,-1,-5,-6,-3,-5,0,1,5,-9708,10898,-5077,1,1,1
20260910_110159,WALK_1P_AWAY,13,WALK,AWAY,-9,5,-9,5,0,0,-1,-1,-5,-6,-3,-5,0,1,6,-10903,11984,-5355,1,1,1
20260910_110340,WALK_1P_AWAY,0,WALK,AWAY,10,-5,9,-5,3,3,3,2,2,-5,1,1,3,2,0,-8209,4995,1741,1,1,1
20260910_110340,WALK_1P_AWAY,1,WALK,AWAY,16,4,15,3,7,7,6,6,1,-5,1,3,6,6,3,-9633,3754,3900,1,2,2
20260910_110340,WALK_1P_AWAY,2,WALK,AWAY,10,6,11,7,5,7,6,6,7,15,2,9,4,4,5,-6749,1641,3621,1,2,2
20260910_110340,WALK_1P_AWAY,3,WALK,AWAY,-11,2,-9,3,4,4,6,6,14,25,8,9,3,-1,-11,-4122,-1234,4089,1,2,2
20260910_110340,WALK_1P_AWAY,4,WALK,AWAY,-23,-3,-22,-3,6,5,6,6,10,5,8,6,6,6,5,-8587,2232,4473,1,2,2
20260910_110340,WALK_1P_AWAY,5,WALK,AWAY,-16,-6,-17,-6,4,4,5,4,2,3,0,2,3,3,5,-11498,6410,2312,1,1,1
20260910_110340,WALK_1P_AWAY,6,WALK,AWAY,-2,-8,-3,-8,3,2,2,3,1,3,1,0,2,0,-5,-8762,4315,2782,1,1,1
20260910_110340,WALK_1P_AWAY,7,WALK,AWAY,3,-7,2,-7,1,1,2,3,6,-1,7,5,1,0,-2,-5849,2425,3016,1,2,2
20260910_110340,WALK_1P_AWAY,8,WALK,AWAY,-9,-1,-7,-2,-1,-1,2,0,5,5,7,2,-2,-3,-7,-4388,372,3852,1,2,2
20260910_110340,WALK_1P_AWAY,9,WALK,AWAY,-11,4,-11,4,1,1,0,0,-1,0,-1,-1,1,1,4,-9967,8693,-1218,1,1,1
20260910_110340,WALK_1P_AWAY,10,WALK,AWAY,-7,8,-8,7,3,3,1,1,-4,-5,-2,-2,2,3,5,-13143,11895,-2851,1,1,1
20260910_110340,WALK_1P_AWAY,11,WALK,AWAY,-3,9,-3,9,4,3,2,2,-4,-6,-2,-4,4,4,5,-14601,12591,-2424,1,1,1
20260910_110340,WALK_1P_AWAY,12,WALK,AWAY,2,9,1,9,4,4,2,2,-3,-3,-2,-3,4,4,6,-13701,11202,-1552,1,1,1
20260910_110340,WALK_1P_AWAY,13,WALK,AWAY,0,8,1,8,3,3,2,2,-3,-2,-3,-3,3,3,5,-12726,10886,-1845,1,1,1
20260910_110340,WALK_1P_AWAY,14,WALK,AWAY,-3,9,-3,9,3,3,1,1,-5,-5,-3,-4,3,3,6,-14592,13252,-3542,1,1,1
20260910_110340,WALK_1P_AWAY,15,WALK,AWAY,-3,9,-3,9,3,3,1,1,-5,-5,-3,-5,3,3,6,-14997,13447,-3481,1,1,1
20260910_110340,WALK_1P_AWAY,16,WALK,AWAY,-7,8,-6,8,3,3,1,1,-4,-5,-2,-3,3,3,4,-13397,12046,-2789,1,1,1
20260910_110340,WALK_1P_AWAY,17,WALK,AWAY,-10,5,-10,6,1,2,1,0,-2,-2,-1,-2,1,1,5,-11009,10054,-2157,1,1,1
20260910_110340,WALK_1P_AWAY,18,WALK,AWAY,-11,5,-12,5,2,2,1,1,0,-2,1,-1,1,1,6,-10919,9334,-1234,1,1,1
20260910_110604,FAST_1P_APPROACH,0,FAST,APPROACH,-5,2,-4,2,-2,-2,2,-2,5,3,6,2,-1,-4,-15,-2965,-493,3482,2,2,2
20260910_110604,FAST_1P_APPROACH,1,FAST,APPROACH,-17,-7,-16,-6,5,6,7,7,6,4,6,12,5,4,1,-7984,1209,5161,2,2,2
20260910_110604,FAST_1P_APPROACH,2,FAST,APPROACH,-18,-9,-19,-9,6,9,7,7,14,18,6,11,6,6,6,-6573,-629,5715,2,2,2
20260910_110604,FAST_1P_APPROACH,3,FAST,APPROACH,17,-3,16,-3,5,5,5,6,11,17,7,7,6,6,4,-5692,2099,2432,2,2,2
20260910_110604,FAST_1P_APPROACH,4,FAST,APPROACH,13,-9,15,-9,7,7,5,6,1,2,0,-1,6,6,5,-9310,4599,2656,2,1,1
20260910_110604,FAST_1P_APPROACH,5,FAST,APPROACH,14,-14,14,-14,10,9,10,10,2,9,-1,5,10,10,6,-8314,386,6953,2,2,2
20260910_110604,FAST_1P_APPROACH,6,FAST,APPROACH,15,-17,15,-17,14,14,10,10,-1,-3,-1,-2,13,14,6,-13439,2621,8963,2,2,2
20260910_110604,FAST_1P_APPROACH,7,FAST,APPROACH,9,-19,10,-19,14,14,10,11,-4,-4,-2,-4,14,14,6,-16478,4353,9303,2,2,2
20260910_110604,FAST_1P_APPROACH,8,FAST,APPROACH,6,-21,6,-21,15,15,11,11,-4,-5,-2,-4,14,15,6,-18535,5143,10152,2,2,2
20260910_110621,FAST_1P_APPROACH,0,FAST,APPROACH,1,-4,0,-4,-3,-3,3,-3,7,-2,10,5,-2,-4,-14,-3152,-848,4612,2,2,2
20260910_110621,FAST_1P_APPROACH,1,FAST,APPROACH,-12,-8,-10,-7,3,5,4,4,5,-2,10,8,3,2,1,-9022,3858,3335,2,1,1
20260910_110621,FAST_1P_APPROACH,2,FAST,APPROACH,-9,-10,-10,-10,4,4,4,4,0,5,-1,1,4,3,0,-11142,5467,2909,2,1,1
20260910_110621,FAST_1P_APPROACH,3,FAST,APPROACH,-1,-12,-2,-12,4,3,3,3,0,4,-1,-1,3,4,5,-11467,7790,404,2,1,1
20260910_110621,FAST_1P_APPROACH,4,FAST,APPROACH,30,-17,28,-17,17,6,29,29,36,1,52,43,24,20,0,-4487,-1495,5912,2,2,2
20260910_110621,FAST_1P_APPROACH,5,FAST,APPROACH,39,-22,36,-21,23,18,29,29,42,-4,52,28,30,29,3,-6963,-2923,9946,2,2,2
20260910_110621,FAST_1P_APPROACH,6,FAST,APPROACH,9,-22,11,-23,18,17,14,14,4,-2,8,-3,17,17,6,-13666,60,12158,2,2,2
20260910_111148,FAST_1P_APPROACH,0,FAST,APPROACH,6,-8,6,-7,0,-2,5,5,8,5,7,12,1,1,6,-4469,2091,1968,2,2,1
20260910_111148,FAST_1P_APPROACH,1,FAST,APPROACH,16,-14,15,-14,11,10,12,13,13,8,7,15,11,12,6,-6990,-216,6539,2,2,2
20260910_111148,FAST_1P_APPROACH,2,FAST,APPROACH,19,-19,19,-19,17,17,13,13,3,-3,5,-1,17,17,6,-11838,-740,11567,2,2,2
20260910_111148,FAST_1P_APPROACH,3,FAST,APPROACH,14,-21,15,-22,18,17,13,13,-5,-4,-3,-5,17,17,6,-17724,2633,12790,2,2,2
20260910_111548,FAST_1P_APPROACH,0,FAST,APPROACH,-7,-15,-7,-14,7,9,13,12,17,12,10,26,7,8,6,-6735,-107,5762,2,2,2
20260910_111548,FAST_1P_APPROACH,1,FAST,APPROACH,-15,-24,-15,-24,19,18,19,19,11,15,5,8,19,19,6,-12400,-6513,17620,2,2,2
20260910_111548,FAST_1P_APPROACH,2,FAST,APPROACH,-21,-28,-21,-28,25,25,20,21,2,5,0,2,24,25,6,-20256,-5406,23739,2,2,2
20260910_111548,FAST_1P_APPROACH,3,FAST,APPROACH,-21,-29,-22,-29,26,26,20,21,-3,-5,-2,-3,25,25,6,-25194,-1712,24307,2,2,2
20260910_111611,FAST_1P_APPROACH,0,FAST,APPROACH,-3,-7,-3,-6,-2,-4,3,1,6,4,2,7,-2,-2,2,-4852,1540,3330,2,2,2
20260910_111611,FAST_1P_APPROACH,1,FAST,APPROACH,-1,-15,-2,-14,6,7,11,10,12,25,2,17,7,7,4,-6097,-1543,6625,2,2,2
20260910_111611,FAST_1P_APPROACH,2,FAST,APPROACH,-6,-23,-5,-23,17,16,17,17,10,19,1,10,17,17,5,-10160,-5850,14872,2,2,2
20260910_111611,FAST_1P_APPROACH,3,FAST,APPROACH,-16,-28,-15,-28,23,23,19,20,4,7,0,3,23,23,6,-18306,-5109,21693,2,2,2
20260910_111611,FAST_1P_APPROACH,4,FAST,APPROACH,-21,-29,-21,-29,26,26,20,21,-3,-1,-2,-3,25,25,6,-23928,-3010,24496,2,2,2
20260910_111649,FAST_1P_APPROACH,0,FAST,APPROACH,-18,7,-16,6,6,9,10,11,17,9,13,22,6,6,4,-5280,-1348,5398,2,2,2
20260910_111649,FAST_1P_APPROACH,1,FAST,APPROACH,-19,5,-20,6,7,8,10,11,18,31,6,18,6,6,5,-4563,-2571,5454,2,2,2
20260910_111649,FAST_1P_APPROACH,2,FAST,APPROACH,10,-13,9,-13,7,11,9,10,14,11,10,20,8,8,4,-6170,863,4592,2,2,2
20260910_111649,FAST_1P_APPROACH,3,FAST,APPROACH,0,-21,2,-21,15,13,14,13,2,9,-1,1,15,14,4,-13023,-1140,12694,2,2,2
20260910_111649,FAST_1P_APPROACH,4,FAST,APPROACH,-7,-26,-7,-26,20,19,18,18,4,12,-1,6,19,20,6,-14373,-5111,18156,2,2,2
20260910_111649,FAST_1P_APPROACH,5,FAST,APPROACH,-13,-29,-12,-30,25,24,21,21,3,6,-1,2,24,24,6,-19058,-5543,22927,2,2,2
20260910_111649,FAST_1P_APPROACH,6,FAST,APPROACH,-19,-30,-19,-31,27,27,21,22,-1,1,-1,-2,26,27,6,-22953,-4617,25384,2,2,2
20260910_112008,FAST_1P_AWAY,0,FAST,AWAY,1,-5,1,-4,-4,-4,-4,-4,0,-1,1,-2,-4,-4,6,-246,-87,1803,2,2,2
20260910_112008,FAST_1P_AWAY,1,FAST,AWAY,7,17,7,16,12,14,16,16,20,28,7,23,14,14,6,-9174,-3322,9839,2,2,2
20260910_112008,FAST_1P_AWAY,2,FAST,AWAY,12,23,12,23,21,22,17,18,5,9,0,3,21,21,6,-13941,-4854,16552,2,2,2
20260910_112008,FAST_1P_AWAY,3,FAST,AWAY,11,23,11,24,22,21,17,18,1,7,-1,0,21,21,6,-15755,-3146,16333,2,2,2
20260910_112536,FAST_1P_AWAY,0,FAST,AWAY,-13,-5,-12,-5,-1,0,0,0,4,9,0,2,0,0,6,-6975,3311,2517,2,1,1
20260910_112536,FAST_1P_AWAY,1,FAST,AWAY,-8,0,-9,0,0,1,3,0,5,1,3,2,0,-4,-17,-5907,431,5314,2,2,2
20260910_112536,FAST_1P_AWAY,2,FAST,AWAY,3,11,2,10,6,7,12,11,12,21,3,17,7,7,5,-6864,-739,5895,2,2,2
20260910_112536,FAST_1P_AWAY,3,FAST,AWAY,12,18,12,18,16,16,15,15,8,12,2,7,16,16,6,-10603,-3770,12260,2,2,2
20260910_112536,FAST_1P_AWAY,4,FAST,AWAY,17,20,17,21,20,20,15,16,-1,3,-2,-1,19,20,6,-15578,-1599,14630,2,2,2
20260910_113044,FAST_1P_AWAY,0,FAST,AWAY,10,4,9,3,1,2,2,2,9,14,3,5,2,2,6,-5439,2175,2170,2,2,1
20260910_113044,FAST_1P_AWAY,1,FAST,AWAY,-5,9,-6,8,6,3,10,10,12,23,4,12,6,4,-2,-5222,-1237,5054,2,2,2
20260910_113044,FAST_1P_AWAY,2,FAST,AWAY,10,18,9,17,15,16,15,15,11,18,2,11,15,15,6,-9925,-3908,11500,2,2,2
20260910_113044,FAST_1P_AWAY,3,FAST,AWAY,18,19,18,20,19,19,15,15,-1,-4,0,-2,19,19,6,-16082,-558,13868,2,2,2
20260910_113103,FAST_1P_AWAY,0,FAST,AWAY,1,-3,0,-2,-4,-3,-4,-4,2,-2,1,0,-5,-5,-2,2944,-3353,2538,2,0,0
20260910_113103,FAST_1P_AWAY,1,FAST,AWAY,-4,1,-3,0,-2,-3,0,-1,1,5,-1,1,-2,-5,-20,-526,-2651,3969,2,2,2
20260910_113103,FAST_1P_AWAY,2,FAST,AWAY,-1,9,-2,8,4,3,7,6,7,14,0,9,4,3,2,-5995,1041,3615,2,2,2
20260910_113103,FAST_1P_AWAY,3,FAST,AWAY,9,14,8,14,10,10,11,10,6,13,0,6,10,11,6,-8693,-1070,8145,2,2,2
20260910_113103,FAST_1P_AWAY,4,FAST,AWAY,15,17,15,17,15,16,13,13,1,5,-1,3,15,15,6,-12581,-1209,11601,2,2,2
20260910_113103,FAST_1P_AWAY,5,FAST,AWAY,23,15,23,16,18,18,14,14,-2,-2,-2,-3,18,18,5,-14961,-997,13522,2,2,2
20260910_113514,FAST_1P_AWAY,0,FAST,AWAY,-10,0,-10,0,-3,-3,-2,-1,2,-1,3,3,-3,-2,5,-3332,3164,448,2,1,1
20260910_113514,FAST_1P_AWAY,1,FAST,AWAY,-11,-1,-11,-1,-3,-2,-2,-1,6,11,3,3,-2,-2,6,-3762,1622,2118,2,2,2
20260910_113514,FAST_1P_AWAY,2,FAST,AWAY,7,14,6,13,9,11,17,16,22,34,10,28,10,10,6,-7952,-2113,7494,2,2,2
20260910_113514,FAST_1P_AWAY,3,FAST,AWAY,19,22,18,22,21,23,20,20,10,15,4,11,22,22,6,-12675,-6065,15701,2,2,2
20260910_113514,FAST_1P_AWAY,4,FAST,AWAY,31,20,30,21,26,25,20,21,0,2,-1,-2,25,25,5,-16149,-6131,19846,2,2,2
20260910_113514,FAST_1P_AWAY,5,FAST,AWAY,34,13,35,14,24,24,20,21,2,6,-1,4,22,22,6,-13958,-5706,17346,2,2,2
20260910_113609,FAST_1P_AWAY,0,FAST,AWAY,47,-23,43,-21,25,26,42,43,102,127,80,71,34,34,5,-2796,-6026,4151,2,2,2
20260910_113609,FAST_1P_AWAY,1,FAST,AWAY,-1,-7,4,-8,5,0,26,16,47,13,32,31,2,-2,-12,-3937,505,2967,2,2,2
20260910_113609,FAST_1P_AWAY,2,FAST,AWAY,10,7,10,6,5,3,13,12,17,32,5,23,6,5,2,-5806,-401,4562,2,2,2
20260910_113609,FAST_1P_AWAY,3,FAST,AWAY,19,18,19,18,18,19,18,18,16,26,5,14,18,19,6,-11140,-4587,12769,2,2,2
20260910_113609,FAST_1P_AWAY,4,FAST,AWAY,27,20,27,21,24,23,18,19,0,-1,0,-1,23,24,6,-16004,-4371,17967,2,2,2
20260910_113609,FAST_1P_AWAY,5,FAST,AWAY,33,16,33,16,23,24,18,19,0,2,-2,0,22,23,6,-14750,-5374,17871,2,2,2
20260910_113654,FAST_1P_AWAY,0,FAST,AWAY,-17,-8,-16,-8,3,6,5,5,11,10,9,13,4,4,6,-6019,231,4472,2,2,2
20260910_113654,FAST_1P_AWAY,1,FAST,AWAY,26,21,26,21,24,25,19,20,0,2,0,1,24,24,6,-15565,-5514,18750,2,2,2
20260910_113654,FAST_1P_AWAY,2,FAST,AWAY,33,18,33,19,25,25,19,20,-3,-3,-1,-3,24,25,6,-16858,-4773,19234,2,2,2
20260910_113654,FAST_1P_AWAY,3,FAST,AWAY,34,12,35,13,22,22,19,20,2,5,-1,4,21,21,6,-13311,-5092,16194,2,2,2
20260910_113820,FAST_1P_AWAY,0,FAST,AWAY,20,-69,18,-63,47,38,74,76,127,91,127,108,69,69,5,-7134,-17295,19833,2,2,2
20260910_113820,FAST_1P_AWAY,1,FAST,AWAY,-6,-21,-5,-24,18,14,35,27,50,40,30,35,14,15,6,-6929,-3908,8997,2,2,2
20260910_113820,FAST_1P_AWAY,2,FAST,AWAY,13,24,14,24,23,22,18,18,-1,0,-1,-2,22,22,6,-17894,-1533,16335,2,2,2
20260910_113820,FAST_1P_AWAY,3,FAST,AWAY,8,23,9,23,21,20,17,17,-1,0,-1,-1,19,20,6,-17316,-454,14654,2,2,2
20260910_113854,FAST_1P_AWAY,0,FAST,AWAY,7,4,6,3,1,2,1,1,6,12,4,5,1,1,2,-4671,1797,2154,2,2,2
20260910_113854,FAST_1P_AWAY,1,FAST,AWAY,-3,4,-2,5,0,1,1,1,2,6,0,3,0,-1,-4,-4719,2181,1786,2,1,1
20260910_113854,FAST_1P_AWAY,2,FAST,AWAY,11,-9,10,-8,3,5,7,8,17,6,10,20,5,5,5,-5028,2873,1384,2,1,1
20260910_113854,FAST_1P_AWAY,3,FAST,AWAY,1,-7,3,-7,5,3,7,8,9,-1,6,11,5,-1,-17,-6161,294,6055,2,2,2
20260910_113854,FAST_1P_AWAY,4,FAST,AWAY,-6,7,-6,5,4,2,8,7,9,20,4,8,4,1,-6,-4360,-890,4153,2,2,2
20260910_113854,FAST_1P_AWAY,5,FAST,AWAY,6,16,5,16,12,13,12,13,9,20,1,11,12,13,6,-8996,-3027,9982,2,2,2
20260910_113854,FAST_1P_AWAY,6,FAST,AWAY,11,19,11,19,17,17,12,13,0,-3,0,-2,16,17,6,-15824,1329,11560,2,2,2
20260910_113854,FAST_1P_AWAY,7,FAST,AWAY,7,19,8,20,17,16,12,13,-4,-4,-3,-3,16,16,6,-17861,3747,10633,2,2,2
20260910_113854,FAST_1P_AWAY,8,FAST,AWAY,2,20,2,20,17,16,12,13,-3,-4,-3,-4,16,16,6,-18328,4206,10409,2,2,2
20260910_113929,FAST_1P_AWAY,0,FAST,AWAY,-2,6,-3,6,0,2,0,0,2,2,1,3,1,1,3,-7052,5271,241,2,1,1
20260910_113929,FAST_1P_AWAY,1,FAST,AWAY,2,5,1,5,0,1,0,0,1,-3,3,3,0,-1,2,-6012,3923,1052,2,1,1
20260910_113929,FAST_1P_AWAY,2,FAST,AWAY,-6,-5,-6,-5,-3,-3,-4,-3,-2,-3,-2,-2,-3,-3,3,-4195,4768,-763,2,1,1
20260910_113929,FAST_1P_AWAY,3,FAST,AWAY,9,11,8,10,8,8,16,15,19,32,6,26,8,8,4,-7261,-1387,6462,2,2,2
20260910_113929,FAST_1P_AWAY,4,FAST,AWAY,16,21,16,21,20,21,17,17,10,14,5,8,20,20,6,-12179,-5194,14628,2,2,2
20260910_113929,FAST_1P_AWAY,5,FAST,AWAY,9,24,11,24,22,22,17,17,-4,-4,-2,-5,21,21,5,-19520,538,15529,2,2,2
20260910_113929,FAST_1P_AWAY,6,FAST,AWAY,-4,25,-3,25,22,21,17,17,-4,-3,-3,-4,21,21,5,-20507,1848,14809,2,2,2
20260910_114036,FAST_1P_AWAY,0,FAST,AWAY,3,-11,3,-10,5,5,4,5,6,11,4,3,4,3,0,-6235,2349,2577,2,2,2
20260910_114036,FAST_1P_AWAY,1,FAST,AWAY,-5,-4,-4,-5,6,6,4,5,3,-5,4,0,4,-4,-28,-9013,210,9005,2,2,2
20260910_114036,FAST_1P_AWAY,2,FAST,AWAY,-14,3,-14,3,4,4,3,3,1,-4,4,1,3,2,-1,-10046,5767,2229,2,1,1
20260910_114036,FAST_1P_AWAY,3,FAST,AWAY,1,4,-1,4,2,1,3,3,1,-4,4,1,1,-1,-7,-6758,3091,2752,2,2,1
20260910_114036,FAST_1P_AWAY,4,FAST,AWAY,6,0,7,1,-1,-1,-1,-1,1,-4,2,0,-1,-2,3,-4124,1315,2585,2,2,2
20260910_114036,FAST_1P_AWAY,5,FAST,AWAY,11,-5,11,-4,2,2,3,3,4,-2,4,7,2,2,5,-5947,3229,1792,2,1,1
