session_id,scenario,pc_time_s,esp_time_us,frame_id,activity,direction,people_count,participants,environment,target_slot,valid,x_mm,y_mm,speed_cm_s,resolution_mm
20260910_105755,WALK_1P_AWAY,0.003,1864633,17,WALK,AWAY,1,P02,LAB01,0,1,-119,457,-39,360
20260910_105755,WALK_1P_AWAY,0.003,1864633,17,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.003,1864633,17,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.005,1953519,18,WALK,AWAY,1,P02,LAB01,0,1,-129,449,-8,360
20260910_105755,WALK_1P_AWAY,0.005,1953519,18,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.005,1953519,18,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.006,2042471,19,WALK,AWAY,1,P02,LAB01,0,1,-123,447,-8,360
20260910_105755,WALK_1P_AWAY,0.006,2042471,19,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.006,2042471,19,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.009,2131519,20,WALK,AWAY,1,P02,LAB01,0,1,-116,444,-24,360
20260910_105755,WALK_1P_AWAY,0.009,2131519,20,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.009,2131519,20,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.011,2220408,21,WALK,AWAY,1,P02,LAB01,0,1,-109,439,24,360
20260910_105755,WALK_1P_AWAY,0.011,2220408,21,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.011,2220408,21,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.013,2309862,22,WALK,AWAY,1,P02,LAB01,0,1,-105,435,0,360
20260910_105755,WALK_1P_AWAY,0.013,2309862,22,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.013,2309862,22,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.015,2398654,23,WALK,AWAY,1,P02,LAB01,0,1,-96,430,-8,360
20260910_105755,WALK_1P_AWAY,0.015,2398654,23,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.015,2398654,23,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.017,2487477,24,WALK,AWAY,1,P02,LAB01,0,1,-89,426,0,360
20260910_105755,WALK_1P_AWAY,0.017,2487477,24,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.017,2487477,24,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.018,2576591,25,WALK,AWAY,1,P02,LAB01,0,1,-84,424,0,360
20260910_105755,WALK_1P_AWAY,0.018,2576591,25,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.018,2576591,25,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.021,2665695,26,WALK,AWAY,1,P02,LAB01,0,1,-77,422,-8,360
20260910_105755,WALK_1P_AWAY,0.021,2665695,26,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.021,2665695,26,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.026,2754550,27,WALK,AWAY,1,P02,LAB01,0,1,-74,422,-8,360
20260910_105755,WALK_1P_AWAY,0.026,2754550,27,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.026,2754550,27,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.028,2843533,28,WALK,AWAY,1,P02,LAB01,0,1,-68,419,16,360
20260910_105755,WALK_1P_AWAY,0.028,2843533,28,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.028,2843533,28,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.030,2932484,29,WALK,AWAY,1,P02,LAB01,0,1,-57,417,0,360
20260910_105755,WALK_1P_AWAY,0.030,2932484,29,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.030,2932484,29,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.034,3021937,30,WALK,AWAY,1,P02,LAB01,0,1,-49,410,-8,360
20260910_105755,WALK_1P_AWAY,0.034,3021937,30,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.034,3021937,30,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.035,3110828,31,WALK,AWAY,1,P02,LAB01,0,1,-44,406,8,360
20260910_105755,WALK_1P_AWAY,0.035,3110828,31,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.035,3110828,31,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.038,3199654,32,WALK,AWAY,1,P02,LAB01,0,1,-41,403,8,360
20260910_105755,WALK_1P_AWAY,0.038,3199654,32,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.038,3199654,32,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.041,3288477,33,WALK,AWAY,1,P02,LAB01,0,1,-38,399,8,360
20260910_105755,WALK_1P_AWAY,0.041,3288477,33,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.041,3288477,33,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.042,3377303,34,WALK,AWAY,1,P02,LAB01,0,1,-35,395,8,360
20260910_105755,WALK_1P_AWAY,0.042,3377303,34,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.042,3377303,34,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.046,3466572,35,WALK,AWAY,1,P02,LAB01,0,1,-33,392,8,360
20260910_105755,WALK_1P_AWAY,0.046,3466572,35,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.046,3466572,35,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.047,3555586,36,WALK,AWAY,1,P02,LAB01,0,1,-37,389,-16,360
20260910_105755,WALK_1P_AWAY,0.047,3555586,36,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.047,3555586,36,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.049,3644814,37,WALK,AWAY,1,P02,LAB01,0,1,-43,385,-16,360
20260910_105755,WALK_1P_AWAY,0.049,3644814,37,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.049,3644814,37,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.051,3733577,38,WALK,AWAY,1,P02,LAB01,0,1,-50,382,-16,360
20260910_105755,WALK_1P_AWAY,0.051,3733577,38,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.051,3733577,38,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.054,3822687,39,WALK,AWAY,1,P02,LAB01,0,1,-56,378,-16,360
20260910_105755,WALK_1P_AWAY,0.054,3822687,39,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.054,3822687,39,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.056,3911669,40,WALK,AWAY,1,P02,LAB01,0,1,-65,376,-16,360
20260910_105755,WALK_1P_AWAY,0.056,3911669,40,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.056,3911669,40,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.057,4000276,41,WALK,AWAY,1,P02,LAB01,0,1,-76,373,-16,360
20260910_105755,WALK_1P_AWAY,0.057,4000276,41,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.057,4000276,41,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.060,4089443,42,WALK,AWAY,1,P02,LAB01,0,1,-82,369,8,360
20260910_105755,WALK_1P_AWAY,0.060,4089443,42,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.060,4089443,42,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.061,4178271,43,WALK,AWAY,1,P02,LAB01,0,1,-69,365,16,360
20260910_105755,WALK_1P_AWAY,0.061,4178271,43,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.061,4178271,43,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.062,4267660,44,WALK,AWAY,1,P02,LAB01,0,1,-53,361,64,360
20260910_105755,WALK_1P_AWAY,0.062,4267660,44,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.062,4267660,44,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.063,4356763,45,WALK,AWAY,1,P02,LAB01,0,1,-27,351,39,360
20260910_105755,WALK_1P_AWAY,0.063,4356763,45,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.063,4356763,45,WALK,AWAY,1,P02,LAB01,2,0,0,0,0,0
20260910_105755,WALK_1P_AWAY,0.064,4445348,46,WALK,AWAY,1,P02,LAB01,0,1,-54,346,32,360
20260910_105755,WALK_1P_AWAY,0.064,4445348,46,WALK,AWAY,1,P02,LAB01,1,0,0,0,0,0
