session_id,scenario,window_id,start_frame,end_frame,activity,direction,people_count,participants,environment,selected_slot,moving_ratio,dx_mm,dy_mm,mean_vx_mm_s,mean_vy_mm_s,mean_speed_mm_s,median_speed_mm_s,max_speed_mm_s,p90_speed_mm_s,mean_accel_mm_s2,median_accel_mm_s2,max_accel_mm_s2,std_speed_mm_s,path_length_mm,net_displacement_mm,straightness
20260910_100219,STILL_1P_NA,18,119,128,STILL,NAN,1,P01,LAB01,0,0.0,-64.04406193689391,16.56811227124399,-67.97414535133285,15.794863368225663,87.66348653660354,97.48750882129318,125.9784652853313,125.9784652853313,115.19874909059892,98.49224400913934,405.60553893295105,35.908803034966205,69.27219004551465,66.15243165303336,0.9549637684266734
20260910_100219,STILL_1P_NA,19,124,133,STILL,NAN,1,P01,LAB01,0,0.0,-93.48822434022975,23.366985346727233,-115.53008120062209,29.03248630982261,119.01955543679142,119.8011725429603,125.9784652853313,125.9784652853313,61.37412624863255,40.68470589071164,246.37953594948752,6.149935237839041,96.37006706520536,96.36422621742621,0.9999393914733379
20260910_100219,STILL_1P_NA,20,129,138,STILL,NAN,1,P01,LAB01,0,0.0,-80.53162914998654,20.44571221573233,-102.44492037707933,26.02704073567906,105.70711414775243,108.22891317774376,123.43926255539674,120.5890368278661,70.0646941248846,40.68470589071164,382.7366512973146,16.066623425605222,83.09335642054161,83.08652382642752,0.9999177720769936
20260910_100219,STILL_1P_NA,21,134,143,STILL,NAN,1,P01,LAB01,0,0.0,-40.621542869370614,10.395600570536317,-55.832279617883316,14.528022774891094,57.693657407099046,52.48638049397492,105.65484601749706,104.93821089801217,116.29793122912619,63.042092279464185,382.7366512973146,39.40876574846989,41.93071742068013,41.9306362497667,0.9999980641658807
20260910_100219,STILL_1P_NA,22,139,148,STILL,NAN,1,P01,LAB01,0,0.0,-6.481864536436632,1.6483380383242547,-11.286690613148885,2.870205225651839,11.6459204459889,6.078742650614636,41.30107317514809,28.306168508086788,70.57109344186912,36.93153101444203,251.23948111155173,12.642078197293271,6.68816762329575,6.68816762329575,1.0
20260910_100219,STILL_1P_NA,23,144,153,STILL,NAN,1,P01,LAB01,0,0.0,-0.752084665414742,0.19125511726952027,-1.3109225352456884,0.333367577799922,1.3579785188489926,0.7066957588580132,4.809083868316662,3.279398435428681,8.091960809184963,4.252350212125473,28.619445767307965,1.4658491481013851,0.7760218191737797,0.7760218191737795,0.9999999999999999
20260910_100219,STILL_1P_NA,24,149,158,STILL,NAN,1,P01,LAB01,0,0.0,0.7187425713513065,-0.08381509804530651,0.7592479085648639,-0.08228591259369153,2.8421427880639825,0.4590854830903175,14.390599306442493,6.476010106992559,16.827468134938407,2.783021736895411,99.28071620611144,4.2611845105256245,2.462456364885722,0.7236130558060933,0.2938582247079431
20260910_100219,STILL_1P_NA,25,154,163,STILL,NAN,1,P01,LAB01,0,0.0,10.273480964232732,-5.136006549748799,11.5342631064774,-5.766604119068023,14.764323473976768,17.20294966270674,25.178649270620475,25.1637694916881,28.169810851256813,13.509398106745424,99.28071620611144,10.079351185213502,13.124770484183262,11.485772695013377,0.8751217942328934
20260910_100219,STILL_1P_NA,26,159,168,STILL,NAN,1,P01,LAB01,0,0.0,17.43289080239152,-9.023158212461112,21.23596476116123,-11.276146000639752,24.258038790321553,25.14202980178755,25.178649270620475,25.177153795307486,14.789889662352357,0.40205455455882017,63.14708960659855,1.6139240991316752,19.63667828590896,19.629647624326097,0.9996419627861445
20260910_100219,STILL_1P_NA,27,164,173,STILL,NAN,1,P01,LAB01,0,0.0,14.951234163966362,-8.075187025681316,19.055615782175664,-10.202902623917712,22.30661346919168,22.518866580301133,25.17698763138382,25.12744784172992,8.106516770271782,3.804647227131681,31.719649249505785,2.5684568486648276,17.01185394181278,16.992588046718687,0.9988675017337916
20260910_100219,STILL_1P_NA,28,169,178,STILL,NAN,1,P01,LAB01,0,0.0,9.741445495762985,-1.7635382551020484,13.020533403024183,-3.0998089354989022,16.541176827850514,17.649012713089842,22.20773094959274,22.20773094959274,12.520906465419554,3.7183444423859786,62.9003004365992,4.238246194390689,12.111299983205129,9.899789266652565,0.8174010453362324
20260910_100219,STILL_1P_NA,29,174,183,STILL,NAN,1,P01,LAB01,0,0.0,9.05242703826823,-3.298359190422161,10.859078227167414,-4.00956949236833,14.944225375583652,13.674928540851063,20.026438247870242,20.026438247870242,16.40242335340461,3.900391370542109,62.9003004365992,3.4269190956920097,12.857846445360401,9.634604747067314,0.7493171417165154
20260910_100219,STILL_1P_NA,30,179,188,STILL,NAN,1,P01,LAB01,0,0.0,30.65582087259991,-10.704172712153195,35.514119130163145,-12.460164922175942,37.1398421413091,26.557331125710306,65.43611359850645,65.43611359850645,60.33925334245818,24.8400777785019,266.05382870517417,22.076857452575616,33.661793738999165,32.47088952930821,0.9646214869318974
20260910_100219,STILL_1P_NA,31,184,193,STILL,NAN,1,P01,LAB01,0,0.0,35.3889805310157,-6.095908874629458,42.950994972831054,-7.721180447523082,44.411826376374236,42.2295213737778,65.43611359850645,65.43611359850645,95.87352906351197,73.28063517628372,266.05382870517417,17.1314284112285,37.37801409583538,35.910166360411004,0.9607296489411961
20260910_100219,STILL_1P_NA,32,189,198,STILL,NAN,1,P01,LAB01,0,0.0,31.157448983844503,5.805451470690969,39.7729335021189,4.554040494317026,39.88658581877333,38.4251269251985,55.0545657168387,55.0545657168387,87.2363732128863,43.67189341714061,294.5310065062704,13.073214298844508,32.66573312204266,31.693688550867993,0.9702426831339434
20260910_100219,STILL_1P_NA,33,194,203,STILL,NAN,1,P01,LAB01,0,0.0,19.24684553298706,1.016489529034061,24.340787206031276,2.1865757868480427,32.301924778863466,23.72169696408206,55.0545657168387,55.0545657168387,82.28643375625418,38.79106507358507,319.15752568635116,17.478554051917556,27.728785342126457,19.273668927666566,0.6950780097239021
20260910_100219,STILL_1P_NA,34,199,208,STILL,NAN,1,P01,LAB01,0,0.0,-13.219000306725192,-7.247774860405116,-12.999079177988023,-8.168065227641094,20.544990342920293,21.476874346316883,24.753354057867558,24.753354057867558,46.87147530427077,1.9856902815522555,319.15752568635116,4.3121652126873995,15.957973862703959,15.075550057504406,0.9447032679216312
20260910_100219,STILL_1P_NA,35,204,213,STILL,NAN,1,P01,LAB01,0,0.0,-16.80774227527654,-7.40412408476368,-21.157943550552627,-9.219038473816877,23.15296051474086,23.655132843720395,24.753354057867558,24.753354057867558,13.412052232913009,1.9856902815522555,65.57685947902388,1.8281473522350953,18.37522238659231,18.366307572691245,0.9995148459314664
20260910_100219,STILL_1P_NA,36,209,218,STILL,NAN,1,P01,LAB01,0,0.0,-6.675173453941952,-7.238294201189092,-9.358975219477703,-8.835453323093816,17.519301972798857,17.073087537662165,22.90971263811108,22.90971263811108,17.06167030210016,8.639946799073384,74.80507046701806,4.329919397773503,13.307054488831435,9.846361946586107,0.7399354947295155
20260910_100219,STILL_1P_NA,37,214,223,STILL,NAN,1,P01,LAB01,0,0.0,7.0765568196142326,-8.839119990263498,6.793099260653301,-10.360497116726659,15.009391723388845,15.301993283188017,16.89500614127639,16.89500614127639,12.58031058114515,1.6008732148519829,74.80507046701806,1.8875864294638982,12.005689560479354,11.322883847479162,0.9431264893565239
20260910_100219,STILL_1P_NA,38,219,228,STILL,NAN,1,P01,LAB01,0,0.0,10.640885316007822,-9.04381043079502,12.984265277464914,-11.316089539563722,17.04219159891721,16.89500614127639,18.031491020180994,18.031491020180994,3.251591577651516,0.0,15.960536693622725,0.6775435848053001,13.977065642077031,13.96491845363186,0.9991309199830469
20260910_100219,STILL_1P_NA,39,224,233,STILL,NAN,1,P01,LAB01,0,0.0,18.915409447386402,-6.224243595712323,22.44249895142407,-8.12055600450001,24.124332547205544,19.59706206321291,34.569519868546315,34.569519868546315,19.85951872430461,1.7524429344756987,87.9541367775061,7.629343487708083,20.57058704077103,19.913159540892565,0.9680404113613559
20260910_100219,STILL_1P_NA,40,229,238,STILL,NAN,1,P01,LAB01,0,0.0,11.81352691248388,9.34030466331751,15.267571360331397,9.761943319096622,30.425330718615168,31.785048959790846,36.27769770367884,34.77084307265098,38.63648884541631,26.96725143200382,91.20172726207204,4.871122249704694,25.256802466926576,15.059904027435625,0.5962712044470536
20260910_100219,STILL_1P_NA,41,234,243,STILL,NAN,1,P01,LAB01,0,0.0,-11.498000047525977,24.62767585604888,-10.54390873318928,28.599071322275268,34.18273873857965,36.840368178384445,38.77950309192721,38.77950309192721,24.413405400615787,13.79000484200834,91.20172726207204,5.17489328575056,27.731432696811275,27.17952212905003,0.9800980146321576
20260910_100219,STILL_1P_NA,42,239,248,STILL,NAN,1,P01,LAB01,0,0.0,-15.784108103639397,24.696491453632007,-19.520593453870845,31.078436280618025,36.59918460955915,37.06270039309932,38.77950309192721,38.77950309192721,10.91774258776107,8.145630531102963,36.30338135874112,2.151933367089886,29.328207542434278,29.30963593678184,0.9993667664269776
20260910_100219,STILL_1P_NA,43,244,253,STILL,NAN,1,P01,LAB01,0,0.0,-7.692241828163922,16.001236062904354,-10.462491472230838,21.0959365944762,29.559414952325607,31.43073867884787,36.72236213310859,36.03925771216153,28.015666720578718,7.721959095627243,122.30467956148892,6.422201416860746,21.478366841398365,17.7541583828619,0.8266065345639659
20260910_100219,STILL_1P_NA,44,249,258,STILL,NAN,1,P01,LAB01,0,0.0,47.187052954654845,-1.040636893280407,51.367938715133825,1.504903771471494,62.30128480995076,50.930429615067084,109.20938262590457,109.20938262590457,118.33341182456539,32.20323534920131,473.5610232578124,39.69140851855747,53.16313075479799,47.19852637200717,0.8878056220898445
20260910_100219,STILL_1P_NA,45,254,263,STILL,NAN,1,P01,LAB01,0,0.0,73.43429170396647,-4.872444748130874,89.47131639874662,-6.598683781177362,88.07848772014111,84.87372295642038,109.20938262590457,109.20938262590457,136.52123809265896,77.16855569973421,473.5610232578124,17.315742529479575,73.66043401814339,73.5957601760239,0.9991220002572404
20260910_100219,STILL_1P_NA,46,259,268,STILL,NAN,1,P01,LAB01,0,0.0,53.84730577176276,-1.4583767587087095,69.59389070231353,-1.8491090194788111,70.7163104929496,68.46150924101907,90.73508678659269,80.18463189228252,52.56574912685962,12.780805032779371,146.15237329646646,8.354130201864571,54.219639131623886,53.86705116904077,0.9934970433549517
20260910_100219,STILL_1P_NA,47,264,273,STILL,NAN,1,P01,LAB01,0,0.0,39.94258865684844,1.3883755994156672,50.427608448622586,0.7805147756383798,51.591694593771976,56.67278241737486,68.46150924101907,67.72137574708202,53.726956525210824,7.878677476063797,190.74179249563048,17.940025285231805,40.35280267020012,39.96671084058896,0.9904320938308386
20260910_100219,STILL_1P_NA,48,269,278,STILL,NAN,1,P01,LAB01,0,0.0,16.967680803177245,-5.500499330802086,24.640281329735323,-5.3517719183717105,29.032076271796996,20.668971937293527,56.38156871500523,52.693332302663435,41.10223398214895,1.4728198664441778,190.74179249563048,13.64272314574263,19.649231663192182,17.836975212368934,0.9077696022985953
20260910_100219,STILL_1P_NA,49,274,283,STILL,NAN,1,P01,LAB01,0,0.0,16.358438471391935,-6.610029343134556,19.245350296920964,-7.695779738697977,24.875095098386865,20.55698280332544,44.76880556372936,36.541209953747895,27.64982243161553,0.6281431742710457,121.48594028669515,8.03054538750539,20.300694442495157,17.643440626459896,0.8691052750159685
20260910_100219,STILL_1P_NA,50,279,288,STILL,NAN,1,P01,LAB01,0,0.0,32.45047959229956,-1.5409805077806595,37.34172628280682,-3.3552875746987283,40.98088619799352,46.175196339674045,57.099457897227055,54.550145270650475,44.40058672303887,32.73093443869713,121.48594028669515,13.785256938260739,34.99407530491606,32.48704736807594,0.9283585031181572
20260910_100219,STILL_1P_NA,51,284,293,STILL,NAN,1,P01,LAB01,0,0.0,7.9511921622698765,-17.54319758614838,13.67405016334872,-18.072982278309805,53.452877081945964,53.8640938693062,57.099457897227055,56.17594730252582,20.888862976065823,30.5208798155629,41.48448994879158,2.5460067834273072,42.84253698691876,19.260977087053092,0.4495760158399141
20260910_100219,STILL_1P_NA,52,289,298,STILL,NAN,1,P01,LAB01,0,0.0,-42.59385375265447,-12.81855045667362,-44.72541544308499,-19.17760137627517,60.72409872454322,60.15776073693851,68.18147461231204,68.18147461231204,17.950057002262078,2.533630198135211,91.8013513151316,6.7072383855138344,48.219163283492335,44.48091291006519,0.9224737610760883
20260910_100219,STILL_1P_NA,53,294,303,STILL,NAN,1,P01,LAB01,0,0.0,-43.726362106682586,1.9836277954036632,-55.470209697719966,1.1516225978995536,57.3442550468014,64.19342263049992,68.18147461231204,68.18147461231204,47.43808619765225,22.67335779096622,230.34597306127404,12.922214493125054,44.20938588793098,43.77133219717472,0.9900913871125308
20260910_100219,STILL_1P_NA,54,299,308,STILL,NAN,1,P01,LAB01,0,0.0,-31.00659723927393,4.808609098449779,-41.21330741105942,6.161408126529277,43.131055848095784,38.68223914703765,64.14465880134851,59.12418849604149,65.07515082455957,51.484833003082116,230.34597306127404,10.636518612600913,31.44892531105392,31.37724962166448,0.9977208858909958
20260910_100219,STILL_1P_NA,55,304,313,STILL,NAN,1,P01,LAB01,0,0.0,-56.86589890898803,5.824661843122158,-68.09510548607021,7.026975113923553,62.203061361134885,57.41434606253667,95.33858770227079,95.33858770227079,98.1261411262066,77.99927790080727,368.0239587144521,25.661914176041652,57.261038177895045,57.1634248826465,0.9982952929539055
20260910_100219,STILL_1P_NA,56,309,318,STILL,NAN,1,P01,LAB01,0,0.0,-31.12416100112965,-0.2228343219630915,-41.058919486002495,1.0986317863826156,61.72608496734887,55.556310167791864,95.33858770227079,95.33858770227079,133.3368627783417,81.41302608069373,506.71703353812086,25.853496861391974,52.86837002056952,31.124958685262293,0.5887255210091117
20260910_100219,STILL_1P_NA,57,314,323,STILL,NAN,1,P01,LAB01,0,0.0,34.406755902939864,1.338702867529264,35.472078524989,0.3120112802923332,47.06434423723998,50.101018516038955,57.46412545482636,57.46412545482636,76.90792590819751,17.637887001925826,506.71703353812086,10.101951166605128,36.69108258433667,34.432789273191595,0.9384511670934143
20260910_100219,STILL_1P_NA,58,319,328,STILL,NAN,1,P01,LAB01,0,0.0,49.36222425608446,5.636698126185365,60.595569036671066,6.909289209331749,61.065319087195505,59.341679129410565,67.17028045205899,67.17028045205899,20.862184565815863,1.7010852098864857,65.30292907484758,5.3904023411741235,49.761593160824745,49.68301067038625,0.9984208204471163
20260910_100219,STILL_1P_NA,59,324,333,STILL,NAN,1,P01,LAB01,0,0.0,52.165435103348216,1.7155357991769051,64.64809721440203,2.9880431365063798,64.77303763808115,67.03253225308958,67.17028045205899,67.17028045205899,19.867230130306215,10.624349152567758,65.30292907484758,3.0382211796987306,52.22005279837344,52.19363641862763,0.9994941334156093
20260910_100219,STILL_1P_NA,60,329,338,STILL,NAN,1,P01,LAB01,0,0.0,28.091734029946053,-3.0114126770363328,38.30991410928757,-3.258849711837555,40.75277289265232,47.02527416756116,67.17028045205899,67.1244668485542,62.70659893765486,24.895266052964935,274.2853078374774,23.770999755386285,29.66315967134929,28.252683538394088,0.9524502396716173
20260910_100219,STILL_1P_NA,61,334,343,STILL,NAN,1,P01,LAB01,0,0.0,-4.005385249005997,-5.880737014717397,-1.0418639540159762,-6.9893189171002135,17.586058419455593,15.538044056727884,34.83987508157349,21.79600510573223,61.488824254903804,19.118265320586453,274.2853078374774,6.315338068228332,11.810685179461041,7.115207574570268,0.6024381707289701
20260910_100219,STILL_1P_NA,62,339,348,STILL,NAN,1,P01,LAB01,0,0.0,-15.039379845393483,-4.185412027626626,-17.679886192877518,-5.802375975027118,19.176956478826078,20.018632215196316,21.764642307771926,21.764642307771926,11.291845706673874,10.813649568232243,32.1217691547851,2.600718479687072,15.687669283383933,15.610913489447995,0.995107253184051
20260910_100219,STILL_1P_NA,63,344,353,STILL,NAN,1,P01,LAB01,0,0.0,-17.53152764404237,-5.358029746241755,-21.776469791967333,-6.705541538170851,23.058625348933678,21.764642307771926,26.448804464376305,26.448804464376305,11.40151818357674,0.0,72.23695162815257,2.7430743774322277,18.43908274929129,18.33201964583917,0.9941936860467621
20260910_100219,STILL_1P_NA,64,349,358,STILL,NAN,1,P01,LAB01,0,0.0,-20.779899841731066,-7.386983730803877,-25.008465706732558,-8.543135213180353,25.35520774403047,25.66086348773468,26.448804464376305,26.448804464376305,8.112284201206105,0.0,72.23695162815257,1.8115079387171598,22.132776883398392,22.053837898913102,0.9964333899491616
20260910_100219,STILL_1P_NA,65,354,363,STILL,NAN,1,P01,LAB01,0,0.0,-9.443092922479963,3.721057078011654,-12.917625154068713,3.0874157015915507,24.94952780246535,25.65721242073613,39.98686257571069,27.093463396532275,31.550327699704972,0.020430350060155828,172.96042895487423,5.824184747573248,19.994478690149435,10.149791609703708,0.5076297195337305
20260910_100219,STILL_1P_NA,66,359,368,STILL,NAN,1,P01,LAB01,0,0.0,25.62314084360426,15.290773264270683,27.243979181962793,16.788329382494105,42.59285818933932,40.62783572717035,71.43564438099865,71.43564438099865,66.73761220895192,39.18746991198788,251.3800104835513,21.35158315074208,37.030195129272556,29.838785057547433,0.8057960524750172
20260910_100219,STILL_1P_NA,67,364,373,STILL,NAN,1,P01,LAB01,0,0.0,15.994803072888828,1.4444172117537164,17.822881643608845,5.753734822868857,48.95083963911283,45.418744588720855,71.43564438099865,71.43564438099865,103.3714179483687,51.55503482604547,455.5366591835548,16.186534228488508,39.125504253502754,16.05988998785808,0.41047113115277745
20260910_100219,STILL_1P_NA,68,369,378,STILL,NAN,1,P01,LAB01,0,0.0,-34.76981580708059,-7.788144062561059,-36.029552713023975,-9.12977796099968,45.94024552310543,52.02060506079677,55.644382984316934,55.644382984316934,73.4918421927926,12.910622775371962,455.5366591835548,10.660572531142977,35.85867777091522,35.63138054015752,0.993661304741636
20260910_100219,STILL_1P_NA,69,374,383,STILL,NAN,1,P01,LAB01,0,0.0,-41.80369944389322,-8.509389491694037,-52.20100634468177,-10.601887738827871,53.12195821844576,53.845614530195576,55.644382984316934,55.644382984316934,14.369602851259861,14.94589133753982,29.87307702913744,2.5232096664883046,42.6686142388184,42.660977446803905,0.9998210208568821
20260910_100219,STILL_1P_NA,70,379,388,STILL,NAN,1,P01,LAB01,0,0.0,-28.187437805506704,-5.584735235168409,-36.85072604209894,-7.38891957031138,37.59404653071094,47.499860239404335,54.48678896770103,53.036341885229916,53.098240676498776,20.823348032481505,184.7947928965741,16.954073780273703,28.743584028486893,28.73536005840609,0.9997138850161256
20260910_100219,STILL_1P_NA,71,384,393,STILL,NAN,1,P01,LAB01,0,0.0,-7.516621982850012,-1.4030356561474946,-13.09284015142602,-2.4438799256635613,13.534315860994045,6.959052360944227,47.18634192988988,32.41870628879049,51.171328829949196,27.38255966433661,184.7947928965741,14.281537802724793,7.646444604225239,7.646444604225239,1.0
20260910_100219,STILL_1P_NA,72,389,398,STILL,NAN,1,P01,LAB01,0,0.0,15.058757460663031,10.759094900662603,16.33343192366636,11.992066155036895,29.951548967061314,29.94807394768126,58.23108073448994,58.23108073448994,73.81389353702635,6.98373406927416,626.582461274296,26.798991479982988,26.024581683943474,18.50741201088198,0.7111511814347662
20260910_100219,STILL_1P_NA,73,394,403,STILL,NAN,1,P01,LAB01,0,0.0,-12.095718989424384,31.62967581967314,-6.221810981207975,36.70944990883955,60.59026921240936,58.23108073448994,68.58190639907826,68.58190639907826,82.89514455340182,0.0,626.582461274296,5.705104829762497,49.26524783413585,33.86359122019898,0.6873727974374448
20260910_100219,STILL_1P_NA,74,399,408,STILL,NAN,1,P01,LAB01,0,0.0,-38.315555247106374,26.182827882536003,-47.74705964044295,32.195603238994934,58.10846537803111,59.73440146261677,68.58190639907826,68.58190639907826,55.95748783876847,51.066854319590796,181.70867858118228,10.410075349130874,48.823056783459435,46.40713576402411,0.9505168013106913
20260910_100219,STILL_1P_NA,75,404,413,STILL,NAN,1,P01,LAB01,0,0.0,-9.586931391988713,3.6474392853092468,-15.368556417682104,8.145821485271572,37.64582006354035,31.610208971204237,61.08543028675171,58.65357840330883,66.92546458238895,57.24380919811646,181.70867858118228,16.193863203318692,26.15897853338324,10.25734209504177,0.3921155438830183
20260910_100219,STILL_1P_NA,76,409,418,STILL,NAN,1,P01,LAB01,0,0.0,31.636152963335732,-2.113636976700036,34.97565709034307,-2.211523844814805,37.65956898059752,30.90052142495402,67.76799230781306,67.76799230781306,69.033448294341,36.85233485578654,217.53181827201902,18.121247323387063,31.800407047406132,31.706681245265166,0.9970526854577287
20260910_100219,STILL_1P_NA,77,414,423,STILL,NAN,1,P01,LAB01,0,0.0,37.427926606942464,-11.573181441872293,45.1970490262088,-12.98272689491788,47.83686411822417,47.74568963306982,67.76799230781306,67.76799230781306,88.66437307604829,78.40461570624974,217.53181827201902,16.510596299069668,41.717973765889326,39.17637322138394,0.9390766061945337
20260910_100219,STILL_1P_NA,78,419,428,STILL,NAN,1,P01,LAB01,0,0.0,-4.124501201977665,-18.557177267843144,3.381033757927142,-22.26778358819494,43.085457086388104,41.491045859272305,67.76799230781306,63.06191956051838,87.20233760048107,104.16633350317154,209.4044136002931,15.49243246960401,32.1000942434065,19.0100062681544,0.5922102945868807
