session_id,scenario,pc_time_s,esp_time_us,frame_id,activity,direction,people_count,participants,environment,target_slot,valid,x_mm,y_mm,speed_cm_s,resolution_mm
20260910_113903,FAST_1P_AWAY,0.003,1901236,17,FAST,AWAY,1,P03,LAB01,0,1,563,2952,-224,360
20260910_113903,FAST_1P_AWAY,0.003,1901236,17,FAST,AWAY,1,P03,LAB01,1,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.003,1901236,17,FAST,AWAY,1,P03,LAB01,2,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.004,1990310,18,FAST,AWAY,1,P03,LAB01,0,1,489,2767,-239,360
20260910_113903,FAST_1P_AWAY,0.004,1990310,18,FAST,AWAY,1,P03,LAB01,1,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.004,1990310,18,FAST,AWAY,1,P03,LAB01,2,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.005,2079289,19,FAST,AWAY,1,P03,LAB01,0,1,433,2582,-224,360
20260910_113903,FAST_1P_AWAY,0.005,2079289,19,FAST,AWAY,1,P03,LAB01,1,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.005,2079289,19,FAST,AWAY,1,P03,LAB01,2,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.006,2168024,20,FAST,AWAY,1,P03,LAB01,0,1,380,2421,-136,360
20260910_113903,FAST_1P_AWAY,0.006,2168024,20,FAST,AWAY,1,P03,LAB01,1,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.006,2168024,20,FAST,AWAY,1,P03,LAB01,2,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.007,2257184,21,FAST,AWAY,1,P03,LAB01,0,1,308,2257,-200,360
20260910_113903,FAST_1P_AWAY,0.007,2257184,21,FAST,AWAY,1,P03,LAB01,1,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.007,2257184,21,FAST,AWAY,1,P03,LAB01,2,0,0,0,0,0
20260910_113903,FAST_1P_AWAY,0.009,2346018,22,FAST,AWAY,1,P03,LAB01,0,1,233,2073,-208,360
